farm_idx,farm_name,split_seed,feature_set,window_size,target_train_ratio,config_id,r2,rmse,mae,mape
3,Wind farm site 6 (Nominal capacity-96MW),0,full,24,0.85,0,0.9122320009486955,10.560526246103892,6.663975211497015,41269271.94575122
3,Wind farm site 6 (Nominal capacity-96MW),0,full,24,0.85,1,0.9194016881049736,10.119998181100728,6.507832505128048,43082016.32855842
3,Wind farm site 6 (Nominal capacity-96MW),0,full,24,0.85,2,0.9260651723943653,9.692638018231394,6.489310023197151,31662264.906107776
3,Wind farm site 6 (Nominal capacity-96MW),0,full,24,0.85,3,0.9167041900657271,10.287954605316536,6.215953214719028,44897527.6952776
3,Wind farm site 6 (Nominal capacity-96MW),0,full_dir_cyclic,24,0.9,0,0.9347668013573589,9.027937922020099,5.8267622588636545,41882208.75489828
3,Wind farm site 6 (Nominal capacity-96MW),0,full_dir_cyclic,24,0.9,1,0.93544307944475,8.981019304907154,6.510491750406735,26069292.784216218
3,Wind farm site 6 (Nominal capacity-96MW),0,full_dir_cyclic,24,0.9,2,0.9552614159669438,7.4764484693294815,5.347596705870183,8602009.93099875
