solver,loglog_slope,loglog_intercept,loglog_r2
batch_sgd,0.31562525874858943,-0.23327118774408012,0.7422507018079628
cvxopt,1.0671409669245158,-2.5676142105170765,0.8384614417417712
fast_nystrom,1.118956285116159,-3.3150483811177245,0.7341919500816012
torch_gd,0.048493381066401685,0.26477347359354664,0.4171519005581221
